Protein.Ids	Genes	sorted.avg	sorted.CV	sorted.%	unsorted.avg	unsorted.CV	unsorted.%	stem.mean	stem.CV	stem.%	ND.mean	ND.CV	ND.%	T2D.mean	T2D.CV	T2D.%	human.mean	human.CV	human.%
A6ZKI3	RTL8C	8908.50	14	100	9457.09	33	100	9243.75	27	100	7345.46	36	100	6830.98	32.72376681	100	7287.43	36.11317096	100
A7E2V4	ZSWIM8	8176.48	14	100	7180.57	13	100	7567.87	15	100	7353.07	13	100	7916.15	9.107066345	100	7416.57	12.57463974	100
A7KAX9	ARHGAP32	4630.97	27	86	5216.05	29	100	5009.55	28	94	4610.64	32	97	5029.07	24.32580529	100	4659.30	30.78206448	96.9924812
A7MBM2	DISP2	1258.41	46	100	652.97	62	82	917.85	61	89	1009.20	41	93	919.95	40.35124881	80	1000.42	41.30094937	91.72932331
A8CG34	POM121C	10221.05	17	100	9269.83	13	100	9639.75	15	100	11210.14	12	100	11778.15	13.37529388	100	11274.20	12.37553267	100
A8K2U0	A2ML1	2421.98	40	86	1293.20	56	55	1857.59	54	67	2409.57	57	47	2036.32	54.82442092	40	2372.86	56.50548152	45.86466165
A8MPS7	YDJC	119.57		14	1379.44		9	749.51	119	11	691.76	56	46	538.07	34.84539488	53.33333333	671.93	55.13063048	46.61654135
A8MSI8	LYRM9	967.19	82	43	2997.07	49	91	2528.64	63	72	3183.34	40	93	3233.27	37.28191849	100	3189.33	39.59187109	93.98496241
A8MTJ3	GNAT3	194362.16	32	100	129077.37	37	100	154465.90	40	100	211317.34	54	100	209784.63	37.4492776	100	211144.48	52.39076238	100
A8MWD9	SNRPGP15	107605.98	26	100	149080.78	18	100	132951.69	25	100	98759.22	24	100	110739.02	26.8818869	100	100110.32	24.2556684	100
A8MXV4	NUDT19	7770.51	20	100	10507.50	35	100	9443.12	34	100	18353.52	22	99	15879.88	16.87563103	100	18072.42	21.88579681	99.2481203
A9UHW6	MIF4GD	1683.68	23	100	1791.43	12	100	1749.52	16	100	1963.03	24	100	2131.23	19.60913285	100	1982.00	23.34894762	100
B2RUZ4	SMIM1	2229.61	51	100	2838.40	41	100	2601.65	45	100	4890.14	28	100	4950.42	26.30156715	100	4896.94	27.46987417	100
B7ZAP0	RABGAP1L	5838.22	24	100	7118.14	20	100	6620.40	23	100	3131.54	23	100	3148.51	15.8864549	100	3133.45	21.93161528	100
B7ZAQ6	GPR89A	6206.69	12	100	6354.95	13	100	6297.29	13	100	6705.90	15	100	6916.49	20.30175624	100	6729.65	15.53226121	100
C4AMC7	WASH3P	13444.75	17	100	12742.52	16	100	13015.61	16	100	20143.04	16	100	18343.80	17.78551945	100	19940.11	16.34324066	100
C9J069	AJM1	3369.51	31	100	3566.48	21	91	3485.37	25	94	4863.73	20	100	4322.60	21.88974283	93.33333333	4806.34	20.47665368	99.2481203
C9JI98	TMEM238	1360.98	48	43	1278.54	43	18	1328.00	41	28	2603.64	38	97	2995.03	35.64683853	100	2648.80	38.12430038	97.7443609
C9JLW8	MCRIP1	3404.84	38	29	2213.87	47	82	2430.41	46	61	2364.80	42	49	2111.15	68.71311428	46.66666667	2337.48	44.52195691	48.87218045
E5RJM6	ANKRD65	1919.36	2	29	758.12	15	36	1145.20	53	33	1970.98	30	96	1564.32	36.44643528	86.66666667	1929.03	30.93299082	94.73684211
E9PAV3	NACA	39244.49	24	100	46578.58	11	100	43726.43	18	100	50654.17	15	100	53331.14	18.27472093	100	50956.08	15.50017347	100
E9PRG8	C11orf98	9220.23	31	100	10918.90	16	100	10258.30	23	100	8731.65	23	100	10976.20	20.51203335	100	8984.80	23.89554515	100
L0R6Q1	SLC35A4	11653.28	16	100	14090.67	19	100	13142.80	20	100	22985.98	33	100	21123.99	35.81368174	100	22775.98	33.26823284	100
L0R819	ASDURF	997.13	75	29	1226.80	26	100	1191.47	31	72	1377.30	42	86	1209.62	41.77737701	93.33333333	1357.06	41.70336766	87.21804511
L0R8F8	MIEF1	2695.23	30	71	2139.57	34	100	2313.21	33	89	2909.11	35	99	2558.37	37.11840469	93.33333333	2871.63	35.11145276	98.4962406
O00115	DNASE2	6981.53	29	86	6137.84	23	100	6435.61	25	94	7998.82	21	100	8167.15	20.9076448	100	8017.80	21.18629855	100
O00116	AGPS	32757.95	12	100	34235.59	8	100	33660.95	10	100	15475.46	19	100	17302.76	19.94502736	100	15681.54	19.43586975	100
O00124	UBXN8	241.46		14	151.41		9	196.43	32	11	158.99	62	68	180.06	52.72301916	80	161.74	60.1925148	69.17293233
O00139	KIF2A	27576.10	14	100	25757.99	13	100	26465.04	13	100	15742.60	9	100	15535.54	9.722860679	100	15719.24	8.804833972	100
O00142	TK2	11230.77	23	100	10995.94	34	100	11087.26	29	100	30938.93	16	100	28327.50	21.12662995	100	30644.40	16.42362518	100
O00151	PDLIM1	25818.90	31	100	43903.39	69	100	36870.53	69	100	93729.22	19	100	101351.26	19.15107363	100	94588.85	18.90560944	100
O00154	ACOT7	38942.28	15	100	35634.88	25	100	36921.09	21	100	13354.50	22	100	13252.08	26.62700701	100	13342.95	22.30394473	100
O00159	MYO1C	31191.84	17	100	29859.67	15	100	30377.74	15	100	68487.43	24	100	71907.21	29.3778582	100	68873.12	24.93965572	100
O00161	SNAP23	3177.28	39	100	6911.88	27	100	5459.54	45	100	7173.61	29	100	9786.08	27.77966479	100	7468.25	31.15164159	100
O00165	HAX1	15333.45	28	100	15483.45	21	100	15425.11	23	100	13255.11	14	100	12758.03	16.54847409	100	13199.05	14.20222013	100
O00170	AIP	35900.47	7	100	31977.20	8	100	33502.92	9	100	35795.63	13	100	33536.55	18.34397079	100	35540.84	13.92682272	100
O00178	GTPBP1	16401.70	11	100	20741.68	14	100	19053.91	17	100	17150.05	12	100	18840.03	14.17124897	100	17340.65	12.8630034	100
O00182	LGALS9			0	3120.65	50	45	3120.65	50	28	8362.06	69	100	14846.68	71.86164363	100	9093.41	74.422266	100
O00186	STXBP3	12463.64	9	100	14076.97	8	100	13449.56	10	100	15518.91	14	100	17730.21	14.41715312	100	15768.30	14.72335556	100
O00189	AP4M1	792.51	67	71	864.52	24	100	842.02	39	89	1174.71	59	77	1102.01	42.5240654	73.33333333	1166.87	57.24036215	76.69172932
O00192	ARVCF	21228.96	16	100	18702.65	17	100	19685.10	17	100	15573.43	24	100	13926.26	34.46045372	100	15387.66	25.47105279	100
O00193	SMAP	12124.78	29	100	14516.49	16	100	13586.38	22	100	12854.07	23	100	13138.04	31.47639974	100	12886.10	24.36693642	100
O00194	RAB27B	1743.92	75	43	4184.87	51	64	3452.58	64	56	7706.84	49	94	9836.28	48.69258944	100	7960.34	49.96621302	94.73684211
O00203	AP3B1	24379.21	3	100	24912.64	14	100	24705.20	11	100	40072.75	9	100	39043.83	8.55142636	100	39956.71	8.523543201	100
O00213	APBB1	2242.07	24	100	2084.00	18	100	2145.47	20	100	1733.01	25	100	1556.48	24.52472614	100	1713.10	24.76928724	100
O00214	LGALS8	3234.45	23	100	3932.26	20	100	3660.89	22	100	6083.99	20	100	6853.56	25.07092105	100	6170.78	20.73225384	100
O00217	NDUFS8	15782.03	19	100	18054.16	21	100	17170.55	21	100	23013.01	12	100	21598.44	14.13957744	100	22853.48	12.26675425	100
O00231	PSMD11	84777.54	14	100	90111.04	6	100	88036.90	10	100	84265.73	10	100	79585.74	7.761466053	100	83737.91	9.819168774	100
O00232	PSMD12	60338.49	5	100	60643.58	6	100	60524.94	5	100	54824.00	6	100	52646.47	7.159451074	100	54578.42	6.442800241	100
O00233	PSMD9	27610.82	13	100	30844.68	8	100	29587.06	11	100	24391.55	9	100	25745.34	10.93861994	100	24544.24	9.295194214	100
O00244	ATOX1	4748.17	24	100	7660.35	14	100	6527.83	27	100	5670.65	34	100	5933.61	37.80124254	100	5700.31	34.78876056	100
O00255	MEN1	5302.78	15	100	7114.17	15	100	6409.74	21	100	5567.82	15	100	5960.16	17.00069989	100	5612.07	15.55425957	100
O00257	CBX4	1259.00	22	71	1668.83	25	91	1532.22	27	83	1802.32	41	86	1907.67	47.8483129	86.66666667	1814.23	41.34380753	86.46616541
O00258	GET1	7212.55	16	100	5630.93	18	100	6246.00	21	100	6390.37	30	100	5636.28	19.0444827	100	6305.32	29.05109984	100
O00264	PGRMC1	151874.76	18	100	185561.91	15	100	172461.35	18	100	124128.34	16	100	112474.98	12.18071663	100	122814.05	15.71149406	100
O00267	SUPT5H	17750.80	3	100	19447.35	10	100	18787.59	9	100	14271.74	8	100	15202.68	6.736795808	100	14376.73	7.999189309	100
O00268	TAF4	3237.90	14	100	4272.23	13	100	3869.99	18	100	3339.79	17	100	3727.26	15.9527115	100	3383.49	16.97089589	100
O00273	DFFA	14727.36	17	100	15894.33	6	100	15440.51	11	100	12953.23	14	100	13147.11	11.89071717	100	12975.10	13.90666207	100
O00287	RFXAP	1925.85	22	57	1448.73	40	55	1639.58	34	56	2045.54	37	59	2527.64	65.35531368	46.66666667	2089.36	41.62281591	57.89473684
O00291	HIP1	4436.53	25	100	6383.79	18	100	5626.52	26	100	4455.24	24	100	5531.08	28.38066471	100	4576.57	25.76312151	100
O00299	CLIC1	422250.33	7	100	349177.91	8	100	377594.96	12	100	284215.75	13	100	319653.44	16.15784469	100	288212.48	14.15089171	100
O00303	EIF3F	50836.42	11	100	44990.25	7	100	47263.76	11	100	59440.60	9	100	61627.33	13.13464345	100	59687.23	9.387594061	100
O00308	WWP2	971.18	31	100	1040.08	31	100	1013.28	30	100	916.89	46	92	1065.69	45.99781864	93.33333333	933.83	46.35437884	92.48120301
O00330	PDHX	32372.69	11	100	45028.12	40	100	40106.56	38	100	61640.44	17	100	48206.22	18.69721187	100	60125.30	18.70971826	100
O00338	SULT1C2	790.66		14	1971.95	45	45	1775.07	52	33	1990.33	44	38	1667.12	30.51392858	53.33333333	1941.55	42.64635594	39.84962406
O00339	MATN2	5538.41	22	100	5849.64	27	100	5728.61	25	100	4074.72	25	99	4669.53	24.22317794	93.33333333	4138.29	25.15354297	98.4962406
O00391	QSOX1	35679.04	17	100	27845.64	21	100	30891.96	22	100	40811.32	21	100	40998.61	29.38103246	100	40832.44	22.25006193	100
O00399	DCTN6	10910.07	13	100	8799.01	6	100	9619.97	15	100	9561.69	15	100	8748.52	14.94973956	100	9469.98	15.45231867	100
O00400	SLC33A1	10764.46	12	100	8366.07	15	100	9298.78	18	100	20387.63	16	100	18935.28	19.5207198	100	20223.83	16.18444153	100
O00401	WASL	18058.50	9	100	16870.89	8	100	17332.74	9	100	15677.13	11	100	16695.38	8.873575631	100	15791.97	11.01302157	100
O00410	IPO5	38208.01	11	100	42407.40	14	100	40774.30	13	100	40021.88	9	100	38597.28	7.970493339	100	39861.21	8.632496025	100
O00411	POLRMT	3262.76	16	100	2576.12	21	100	2843.15	22	100	3564.32	24	98	3277.42	23.5141104	93.33333333	3533.42	24.09738515	97.7443609
O00422	SAP18	23581.19	14	100	23502.63	9	100	23533.18	11	100	16537.41	13	100	16143.12	10.52720229	100	16492.94	12.70355231	100
O00423	EML1	11518.56	15	100	11481.47	10	100	11495.89	12	100	11559.92	19	100	10863.66	24.59295944	100	11481.40	19.48330767	100
O00429	DNM1L	47997.46	7	100	42138.87	9	100	44417.21	10	100	52016.38	13	100	43945.16	20.48672827	100	51106.09	14.43079627	100
O00442	RTCA	46081.94	8	100	34493.58	10	100	39000.16	17	100	29059.08	13	100	27604.78	11.79332141	100	28895.06	12.51541255	100
O00443	PIK3C2A	13653.64	14	100	14787.83	11	100	14346.76	12	100	12829.91	13	100	13254.53	17.22535094	100	12877.80	13.47480281	100
O00445	SYT5	27535.94	24	100	17966.39	24	100	21687.88	32	100	24229.54	24	100	22813.73	42.56760008	100	24069.86	26.37246509	100
O00458	IFRD1	471.67	47	100	743.86	37	100	638.01	44	100	570.78	41	75	637.35	57.75216419	80	578.77	43.21064484	75.18796992
O00459	PIK3R2	4105.32	12	100	3666.32	15	100	3837.04	14	100	4327.00	29	100	4674.39	25.91088536	100	4366.18	28.33547753	100
O00461	GOLIM4	6128.90	30	100	7656.34	24	100	7062.34	28	100	9881.44	17	100	8895.58	27.25031492	100	9770.25	18.47037901	100
O00462	MANBA	29745.94	13	100	30277.11	32	100	30070.54	26	100	4523.84	22	100	5069.61	26.71811333	100	4585.39	22.87966989	100
O00468	AGRN	3240.14	58	100	13627.14	42	100	9587.75	72	100	2779.26	57	97	5120.97	58.69233811	100	3049.46	63.39759399	97.7443609
O00469	PLOD2	7385.30	52	100	18925.39	47	100	14437.57	64	100	24819.61	33	100	28186.54	28.58721972	100	25199.34	32.88530693	100
O00470	MEIS1	8724.15	30	100	15909.69	20	100	13115.31	35	100	9252.11	21	100	9826.83	22.53039245	100	9316.92	21.12763533	100
O00471	EXOC5	26374.59	7	100	26325.67	6	100	26344.69	7	100	27664.75	8	100	27384.95	12.18678937	100	27633.19	8.296068577	100
O00472	ELL2	19269.52	81	100	9594.13	76	100	13356.78	89	100	10370.92	47	100	9534.45	29.11697003	100	10276.59	46.00425062	100
O00478	BTN3A3			0	2279.36	57	45	2279.36	57	28	2718.57	29	100	2743.82	26.19836162	100	2721.41	28.60854296	100
O00479	HMGN4	13560.23	54	100	21647.98	21	100	18502.74	37	100	23991.44	36	100	30064.78	28.28091109	100	24676.40	35.63867785	100
O00483	NDUFA4	50299.48	20	100	72259.65	25	100	63719.58	30	100	49086.62	36	100	55895.07	41.1572266	100	49854.49	36.46727664	100
O00487	PSMD14	77757.71	6	100	82702.51	4	100	80779.53	5	100	73337.68	7	100	71586.81	7.035715559	100	73140.21	6.669814183	100
O00499	BIN1	21343.52	24	100	18356.95	18	100	19518.40	21	100	17098.69	18	100	14308.08	14.97732896	100	16783.96	18.67493352	100
O00505	KPNA3	29199.85	13	100	29104.31	8	100	29141.47	10	100	20590.99	10	100	20033.28	10.3772126	100	20528.09	10.2631896	100
O00506	STK25	21820.79	7	100	22280.16	8	100	22101.52	7	100	22249.23	10	100	21543.89	10.2244998	100	22169.68	9.969959423	100
O00507	USP9Y	3149.21	20	100	3426.03	12	100	3318.38	15	100	3573.08	23	66	2867.92	15.45506058	46.66666667	3515.00	22.91103391	63.90977444
O00512	BCL9	2266.99	30	100	2688.04	23	100	2524.29	26	100	2322.04	26	99	2386.33	29.94432364	100	2329.34	26.42130233	99.2481203
O00515	LAD1	6137.98	43	100	7971.49	82	100	7258.46	73	100	15591.25	68	100	26989.65	56.94863406	100	16876.78	69.26161637	100
O00519	FAAH	2763.09	30	71	3172.64	39	100	3044.65	36	89	10697.83	19	100	10498.22	13.43271216	100	10675.32	18.67766524	100
O00522	KRIT1	1697.34	19	100	1532.97	14	100	1596.89	17	100	2202.84	22	100	1755.28	35.17083677	100	2152.37	24.05519507	100
O00534	VWA5A	81555.15	17	100	47897.08	32	100	60986.33	36	100	91282.93	19	100	95311.57	28.58990459	100	91737.29	20.71674186	100
O00541	PES1.00	15765.07	20	100	17453.08	10	100	16796.63	14	100	19298.02	14	100	21701.76	19.62999574	100	19569.11	15.6066221	100
O00559	EBAG9	2868.95	44	100	2799.93	25	100	2826.77	32	100	5160.89	26	100	4722.24	16.63099732	100	5111.41	25.19435107	100
O00560	SDCBP	7315.88	11	100	8318.41	22	100	7928.54	20	100	8764.58	24	100	11062.25	33.92325919	100	9023.72	26.74122691	100
O00562	PITPNM1	12827.62	13	100	10530.85	15	100	11424.04	17	100	14494.89	16	100	11032.18	25.13306893	100	14104.36	18.86265059	100
O00566	MPHOSPH10	5987.70	45	100	5388.87	22	100	5621.75	33	100	8034.50	32	100	7069.58	25.48709543	100	7925.67	31.22772341	100
O00567	NOP56	84342.48	12	100	92037.22	10	100	89044.82	11	100	75658.08	10	100	86302.93	11.30625002	100	76858.63	11.13688994	100
O00571	DDX3X	156070.43	9	100	157358.45	8	100	156857.56	8	100	136863.75	9	100	146637.40	11.73391578	100	137966.04	9.701444217	100
O00584	RNASET2	6749.01	19	100	9488.25	39	100	8422.99	38	100	9263.09	20	100	9592.66	15.05287525	100	9300.26	19.29181127	100
O00592	PODXL	15166.09	40	100	13859.51	40	100	14367.63	39	100	51844.92	44	100	38944.57	50.16666032	100	50389.99	44.7633639	100
O00602	FCN1	3765.63	63	71	3701.78	60	100	3721.73	59	89	5410.92	43	94	4923.70	44.16718705	100	5352.92	42.83569703	94.73684211
O00622	CCN1			0	4174.47	64	73	4174.47	64	44	4516.56	39	60	5056.26	42.32610364	86.66666667	4600.08	39.53836368	63.15789474
O00623	PEX12	3790.59	22	100	4273.86	28	100	4085.92	26	100	4991.67	23	100	5030.55	35.93061243	100	4996.06	24.82603525	100
O00625	PIR	8710.56	21	100	10587.48	24	100	9857.56	24	100	27601.10	21	100	21621.43	29.6083759	100	26926.70	22.97217771	100
O00629	KPNA4	18342.02	8	100	22492.79	9	100	20878.60	13	100	16878.73	13	100	17924.30	11.30073548	100	16996.65	12.96870447	100
O00635	TRIM38			0	1663.39	32	55	1663.39	32	33	2748.36	33	99	3133.62	28.6925365	100	2792.14	33.03156036	99.2481203
O00712	NFIB			0	4552.36	39	73	4552.36	39	44	5360.04	37	86	6491.83	40.38763563	100	5505.14	37.86072499	87.96992481
O00743	PPP6C	16607.90	26	100	16459.41	8	100	16517.16	17	100	14768.77	12	100	15108.85	14.53666092	100	14807.12	12.33716922	100
O00748	CES2	1475.38	36	57	1404.69	34	100	1423.55	33	83	2553.78	54	97	2881.49	30.66617667	100	2591.88	51.51336334	96.9924812
O00750	PIK3C2B	2936.00	22	100	2290.48	23	100	2541.52	25	100	1648.24	32	99	1594.18	18.49109886	93.33333333	1642.46	31.18020328	98.4962406
O00754	MAN2B1	30313.83	16	100	53297.42	35	100	44359.36	42	100	19947.99	15	100	21779.60	29.0180443	100	20154.56	17.81413247	100
O00757	FBP2	5762.49	40	100	5778.75	51	100	5772.43	46	100	28880.71	39	100	40922.82	55.73987393	100	30238.84	44.38110414	100
O00763	ACACB	4059.22	55	86	3614.93	32	100	3771.74	41	94	13799.84	25	100	11088.05	29.04215796	100	13494.00	26.20527211	100
O00764	PDXK	27270.07	11	100	31993.01	14	100	30156.31	15	100	92447.91	10	100	85373.08	6.218823465	100	91649.99	10.07812493	100
O00767	SCD	15366.85	19	100	13232.37	17	100	14062.45	19	100	11828.42	28	99	10406.85	23.12656273	93.33333333	11676.50	27.57672033	98.4962406
O14494	PLPP1	1044.51		14	2599.09	57	36	2288.17	64	28	6389.47	41	97	6194.36	31.5072208	100	6366.96	40.18484037	97.7443609
O14495	PLPP3	3530.38	18	86	2351.27	18	82	2822.91	28	83	5528.17	43	99	4907.78	45.56389589	100	5457.67	43.4516139	99.2481203
O14497	ARID1A	14974.17	8	100	16764.02	13	100	16067.97	12	100	8668.67	15	100	9602.56	10.96942308	100	8773.99	14.61737354	100
O14521	SDHD	13472.64	23	100	19279.16	33	100	17021.07	35	100	18592.32	30	100	18622.88	29.59278358	100	18595.77	30.06416748	100
O14523	C2CD2L	3539.24	33	100	2830.56	35	100	3106.16	35	100	3140.92	24	100	2856.08	17.02333609	100	3108.79	23.55264438	100
O14524	NEMP1	2760.51	32	100	2012.63	28	73	2361.64	34	83	2867.31	27	100	3192.93	29.15617767	100	2904.03	27.2496035	100
O14530	TXNDC9	10076.65	19	100	7796.48	19	100	8683.21	23	100	11164.39	22	100	10460.79	21.26776895	100	11085.04	21.55567883	100
O14531	DPYSL4	80154.73	31	100	82884.68	35	100	81823.03	32	100	8476.28	27	100	7713.06	34.24587725	93.33333333	8395.33	27.74591276	99.2481203
O14545	TRAFD1	5399.64	11	100	5861.82	11	100	5682.08	11	100	4617.47	21	100	5065.09	14.27759205	100	4667.95	20.25130331	100
O14548	COX7A2L	21355.71	28	100	27897.90	21	100	25353.71	26	100	19710.82	26	100	22351.65	26.54974061	100	20008.66	26.6906832	100
O14558	HSPB6	2849.19	65	43	12834.03	100	73	10110.90	116	61	29837.71	46	100	25237.01	51.19855218	100	29318.83	46.52884394	100
O14561	NDUFAB1	5888.53	27	100	7617.46	15	100	6945.10	22	100	8689.07	33	100	8197.99	27.8283795	100	8633.68	32.32974932	100
O14562	UBFD1	36330.84	20	100	39271.41	9	100	38127.85	14	100	26768.39	12	100	23013.87	11.34091997	100	26344.95	12.59572432	100
O14569	CYB561D2	4696.91	35	100	4436.70	27	100	4537.89	30	100	8046.01	15	100	7805.32	10.90280799	100	8018.87	14.92621637	100
O14576	DYNC1I1	15481.93	22	100	11909.95	34	100	13299.05	31	100	22312.33	22	100	20380.26	33.38743939	100	22094.43	23.12803541	100
O14579	COPE	44264.60	20	100	39586.76	7	100	41405.92	15	100	65779.28	11	100	63237.15	12.01143897	100	65492.57	11.49403062	100
O14595	CTDSP2			0	1185.02	74	36	1185.02	74	22	3146.45	28	100	3718.69	40.69559759	100	3210.99	30.50864594	100
O14617	AP3D1	37616.27	13	100	35324.99	12	100	36216.04	12	100	45027.97	10	100	44971.50	11.88873119	100	45021.60	9.894053495	100
O14618	CCS	27722.21	21	100	27543.44	15	100	27612.96	17	100	22724.84	20	100	23025.60	11.94412605	100	22758.76	18.81579154	100
O14639	ABLIM1	19374.99	20	100	21356.14	65	100	20585.69	53	100	38670.27	15	100	35777.27	20.90956332	100	38343.99	15.92862319	100
O14640	DVL1	1767.49	30	86	1653.19	31	100	1693.53	30	94	1915.84	23	97	2281.56	24.76385128	100	1958.37	24.15126729	96.9924812
O14641	DVL2	8357.83	11	100	11019.71	9	100	9984.53	16	100	7414.43	16	100	7755.41	16.59166307	100	7452.88	16.29306997	100
O14646	CHD1	2654.55	21	100	2544.21	14	100	2587.12	17	100	2713.67	46	99	1997.10	28.72656503	100	2632.24	46.19812272	99.2481203
O14647	CHD2	9032.81	24	100	10808.11	11	100	10117.71	18	100	6722.92	12	100	7383.72	14.36713077	100	6797.45	12.32830132	100
O14653	GOSR2	12221.46	24	100	13933.73	18	100	13267.85	21	100	22328.03	12	100	20758.92	14.86908604	100	22151.06	12.70487719	100
O14656	TOR1A	13040.44	15	100	11794.61	12	100	12279.10	14	100	12127.03	12	100	12052.38	14.55174284	100	12118.61	11.89357353	100
O14657	TOR1B	14130.91	12	100	10187.47	18	100	11721.03	23	100	10303.95	15	100	11880.21	15.71317734	100	10481.72	15.44925158	100
O14662	STX16	5900.13	18	100	4709.37	17	100	5172.44	20	100	7013.09	17	100	6118.07	21.2293505	100	6912.14	18.2518889	100
O14672	ADAM10	28091.84	8	100	25521.37	12	100	26521.00	12	100	30363.33	18	100	39466.12	21.12734907	100	31389.96	20.72956855	100
O14678	ABCD4	1812.87	23	100	1739.34	21	100	1767.93	21	100	1854.96	31	100	1869.85	33.57631042	100	1856.64	31.17029169	100
O14681	EI24	15821.79	11	100	10122.24	18	100	12338.73	27	100	16300.53	21	100	17332.89	31.40441328	100	16416.96	22.5412814	100
O14683	TP53I11	18010.30	24	100	16793.89	38	100	17266.94	32	100	7332.65	51	98	8437.63	23.62656917	100	7459.18	48.46859151	98.4962406
O14686	KMT2D	2007.16	33	100	1833.50	28	100	1901.03	29	100	2021.47	52	93	2159.02	41.53297721	100	2037.97	51.03480858	93.98496241
O14713	ITGB1BP1	1375.19	36	71	1798.25	31	64	1621.98	34	67	2092.23	38	76	1927.88	45.17639462	60	2077.29	38.07086003	74.43609023
O14727	APAF1	2829.12	37	100	3577.66	20	100	3286.56	28	100	2475.73	35	81	2650.16	25.82223755	100	2499.30	34.17847798	83.45864662
O14730	RIOK3	12208.03	144	86	14764.73	140	73	13669.00	137	78	5574.34	38	89	6166.41	27.83583231	93.33333333	5643.99	37.1399623	89.47368421
O14732	IMPA2	20836.71	26	100	14950.66	15	100	17239.68	27	100	30240.87	64	100	53985.64	89.73252827	100	32918.85	76.97245546	100
O14733	MAP2K7	4808.67	15	100	4957.86	20	100	4899.84	18	100	4176.85	46	100	4112.25	17.16289936	100	4169.56	44.17633337	100
O14734	ACOT8	33825.65	26	100	30166.66	18	100	31589.60	22	100	8475.01	23	100	9232.79	25.98277354	100	8560.48	23.36959055	100
O14735	CDIPT	44059.38	19	100	35620.45	20	100	38902.26	22	100	52289.75	20	100	51280.70	15.67385953	100	52175.95	19.31071141	100
O14737	PDCD5	7857.91	36	100	14843.65	27	100	12126.97	41	100	11279.60	35	100	12789.78	50.08452105	100	11449.92	37.66653021	100
O14744	PRMT5	90444.52	15	100	95725.66	8	100	93671.88	11	100	55868.04	10	100	58007.33	9.643383238	100	56109.32	10.22879315	100
O14745	SLC9A3R1	54319.36	19	100	51595.78	18	100	52654.95	18	100	47217.48	19	100	50419.17	18.62363945	100	47578.57	18.81231666	100
O14772	FPGT	2473.51	30	86	2577.81	27	100	2541.00	27	94	3675.08	16	99	3568.08	13.70718361	100	3662.92	16.18196666	99.2481203
O14773	TPP1	151474.90	24	100	150107.69	45	100	150639.39	37	100	325466.47	24	100	300396.20	34.32851834	100	322639.00	25.58010608	100
O14776	TCERG1	33118.10	12	100	37161.83	11	100	35589.27	12	100	24743.27	7	100	25720.67	4.370326947	100	24853.50	6.583025013	100
O14782	KIF3C	317.10	19	43	265.28	37	36	287.49	28	39	256.14	62	32	358.51	19.54998257	13.33333333	261.26	59.84419307	30.07518797
O14786	NRP1	2688.50	25	100	4039.74	39	100	3514.26	41	100	9675.66	30	100	12124.81	46.71663952	100	9951.88	34.00506482	100
O14787	TNPO2	3276.11	23	100	3873.91	25	100	3641.43	25	100	3752.28	43	99	3044.68	18.1800523	100	3671.87	42.45321307	99.2481203
O14795	UNC13B	12487.47	29	100	9750.22	17	100	10814.71	26	100	3363.43	27	99	3568.70	24.46034297	100	3386.76	26.64444295	99.2481203
O14802	POLR3A	14504.42	23	100	14845.91	12	100	14713.10	16	100	11365.07	12	100	11651.11	10.38306477	100	11397.33	11.76574458	100
O14810	CPLX1	1434.74	37	43	927.51	40	73	1065.84	43	61	1311.59	47	76	1346.95	46.15633397	80	1315.75	46.91874886	76.69172932
O14818	PSMA7	163564.38	10	100	179732.85	5	100	173445.11	8	100	170414.38	10	100	173352.11	10.07785306	100	170745.71	9.85760715	100
O14827	RASGRF2	130.74	0	29	152.14	38	45	146.03	33	39	236.63	52	69	196.03	66.21540197	66.66666667	232.17	53.52291375	68.42105263
O14828	SCAMP3	23579.79	20	100	23309.98	21	100	23414.91	20	100	40486.20	16	100	38403.05	14.07808698	100	40251.26	16.18117426	100
O14832	PHYH	5951.16	9	100	6507.35	9	100	6291.05	10	100	5272.33	22	88	5444.89	21.03997069	93.33333333	5292.80	21.65735723	88.72180451
O14841	OPLAH	7489.81	17	100	9077.72	41	100	8460.20	36	100	9026.28	30	100	12382.86	29.78837516	100	9404.84	31.7206301	100
O14867	BACH1	413.82	115	71	398.71	54	91	403.75	76	83	505.11	56	18	676.27	64.05325554	26.66666667	532.50	57.42672588	18.79699248
O14874	BCKDK	10813.67	22	100	13096.37	19	100	12208.66	21	100	18496.59	16	100	18953.96	18.85405211	100	18548.17	16.2103623	100
O14879	IFIT3			0	2631.12	36	36	2631.12	36	22	4896.74	53	100	7966.45	100.064368	100	5242.95	70.49212727	100
O14880	MGST3	93904.57	31	100	101221.25	39	100	98375.87	36	100	122415.76	20	100	112927.42	18.49129456	100	121345.65	19.99250083	100
O14893	GEMIN2	5391.79	19	100	5765.34	24	100	5620.07	22	100	4571.41	27	99	4586.51	24.0968006	100	4573.13	27.00252736	99.2481203
O14896	IRF6	4106.63	33	100	3001.58	25	100	3431.32	33	100	5206.87	25	100	5919.26	36.20249429	100	5287.21	27.4024604	100
O14907	TAX1BP3	5031.63	35	100	11076.07	35	100	8725.45	50	100	9695.01	39	100	14599.14	45.76717513	100	10248.11	43.25068078	100
O14908	GIPC1	9480.92	17	100	10191.70	7	100	9915.28	12	100	9995.74	15	100	11637.57	18.14614675	100	10180.91	16.6247201	100
