Protein.Ids	Genes	sorted.avg	sorted.CV	sorted.%	unsorted.avg	unsorted.CV	unsorted.%	stem.mean	stem.CV	stem.%	ND.mean	ND.CV	ND.%	T2D.mean	T2D.CV	T2D.%	human.mean	human.CV	human.%
Q9UKX7	NUP50	13325.17	16	100	14721.06	18	100	14178.22	17	100	12412.37	12	100	13635.02	8.300887295	100	12550.26	11.71023108	100
Q9UKY1	ZHX1	1831.39	0	29	1212.31	20	36	1418.67	26	33	2177.77	46	73	1899.53	26.07707308	66.66666667	2148.78	44.57004349	72.18045113
Q9UKY4	POMT2	10779.27	18	100	7274.28	16	100	8637.33	26	100	10005.87	24	100	8311.29	35.0132371	100	9814.75	25.43719473	100
Q9UKY7	CDV3	10191.77	23	100	10920.28	15	100	10636.97	18	100	15720.06	21	100	16025.59	22.73218562	100	15754.52	20.94088384	100
Q9UKZ1	CNOT11	5290.86	14	100	5805.33	11	100	5605.25	13	100	4739.33	18	99	4916.83	14.7995402	100	4759.50	17.68701522	99.2481203
Q9UL03	INTS6	6622.54	14	100	6403.93	9	100	6488.95	11	100	6037.23	11	100	6356.99	10.12611402	100	6073.30	10.63646294	100
Q9UL12	SARDH	12357.69	20	100	11299.27	24	100	11710.88	22	100	44827.16	43	100	55861.59	49.83733789	100	46071.64	44.69257772	100
Q9UL15	BAG5	4936.62	11	100	5552.30	15	100	5312.87	15	100	7158.92	19	100	6755.76	17.97472885	100	7113.45	18.73481121	100
Q9UL18	AGO1	14982.49	8	100	16887.17	17	100	16146.46	16	100	23885.54	10	100	24192.12	9.311468831	100	23920.12	9.516622891	100
Q9UL25	RAB21	56838.99	12	100	55219.86	15	100	55849.52	13	100	85842.33	10	100	77043.54	12.6148462	100	84849.98	10.48036303	100
Q9UL26	RAB22A	9411.37	18	100	9890.50	30	100	9704.17	26	100	12241.52	13	100	12037.31	16.5802605	100	12218.49	13.6710841	100
Q9UL33	TRAPPC2L	9122.90	10	100	8615.57	12	100	8812.86	11	100	11013.63	13	100	10589.39	13.1239571	100	10965.78	13.21137597	100
Q9UL40	ZNF346	9391.04	18	100	10893.60	13	100	10309.27	16	100	5653.09	20	99	5397.37	14.29763605	100	5624.03	19.03998694	99.2481203
Q9UL42	PNMA2	2458.43	22	57	1909.97	29	82	2078.73	28	72	5906.92	23	99	4382.30	25.27887499	93.33333333	5743.98	24.85091562	98.4962406
Q9UL46	PSME2	80590.23	13	100	93106.48	16	100	88239.05	16	100	104604.39	17	100	121595.50	21.50971576	100	106520.68	18.43086308	100
Q9UL54	TAOK2	5449.91	6	100	4989.19	11	100	5168.36	10	100	4583.69	14	100	4494.56	18.21444188	100	4573.64	14.71825971	100
Q9ULA0	DNPEP	33905.80	17	100	37159.48	17	100	35894.16	18	100	78406.36	12	100	76518.14	14.05881528	100	78193.40	11.855187	100
Q9ULC3	RAB23	12109.47	12	100	12933.34	7	100	12612.95	9	100	13634.64	16	100	12884.14	24.47361488	100	13550.00	16.95658069	100
Q9ULC4	MCTS1	29844.80	9	100	28872.53	8	100	29250.63	8	100	27040.16	12	100	27527.64	9.021172192	100	27095.13	11.25239688	100
Q9ULC5	ACSL5			0			0			0	1329.31	30	11	1237.46	44.70323995	26.66666667	1307.70	32.0620645	12.78195489
Q9ULD0	OGDHL	6426.31	25	100	5888.75	24	100	6097.80	24	100	21994.19	24	100	17179.80	29.93983087	100	21451.22	25.04609718	100
Q9ULD2	MTUS1	2320.04	18	86	3532.96	32	100	3104.87	35	94	2623.65	31	95	3459.40	27.6344145	100	2722.36	32.35103058	95.4887218
Q9ULE0	WWC3	2011.83	29	57	2136.41	23	91	2100.82	24	78	2574.15	23	98	2537.83	28.15351696	100	2569.99	23.26731109	98.4962406
Q9ULE4	FAM184B	1743.67	88	86	1200.61	31	100	1392.28	68	94	658.15	46	66	711.64	29.84894385	60	663.68	44.59438341	65.41353383
Q9ULF5	SLC39A10	5641.02	20	100	4827.74	25	100	5144.02	24	100	3444.93	46	83	3355.62	27.21026091	93.33333333	3433.77	43.845579	84.21052632
Q9ULG1	INO80	1210.29	31	100	1436.23	30	100	1348.36	31	100	1243.77	37	97	1250.82	29.66430852	100	1244.59	35.87259135	96.9924812
Q9ULG6	CCPG1	5205.11	18	100	4295.69	37	100	4649.35	31	100	6361.09	17	100	6819.44	20.24280221	100	6412.78	17.30969478	100
Q9ULH0	KIDINS220	9602.56	14	100	8627.23	9	100	9006.53	12	100	6930.88	14	100	7129.97	17.18037859	100	6953.33	14.75412455	100
Q9ULH1	ASAP1	13114.82	15	100	10060.97	16	100	11248.58	21	100	13901.17	16	100	11161.25	24.68390041	100	13592.16	17.57803488	100
Q9ULH4	LRFN2	2259.88	28	100	1520.27	42	91	1824.81	40	94	2868.73	38	93	1572.82	35.45926343	66.66666667	2760.74	40.30896136	90.22556391
Q9ULH7	MRTFB	6465.03	11	100	7006.78	9	100	6796.10	10	100	6814.51	17	100	6938.07	17.51513876	100	6828.45	17.34205233	100
Q9ULI0	ATAD2B	3421.83	21	100	3482.73	18	100	3459.05	19	100	1175.43	51	11	1354.12	40.96749087	20	1208.94	47.94721955	12.03007519
Q9ULJ3	ZBTB21	1116.10	28	100	1012.62	24	100	1052.86	25	100	1551.05	30	100	1648.89	25.46769499	100	1562.09	29.38381721	100
Q9ULJ6	ZMIZ1	5298.59	35	86	5169.85	24	91	5218.13	28	89	5404.32	27	74	5832.82	26.5761014	73.33333333	5452.42	27.34783301	73.68421053
Q9ULJ8	PPP1R9A	5772.35	21	100	5966.18	16	100	5890.81	18	100	7888.80	15	100	7325.80	17.08810283	100	7825.30	14.90611027	100
Q9ULK4	MED23	7379.36	16	100	8186.12	17	100	7872.38	17	100	6118.42	12	100	6459.97	12.90870131	100	6156.94	11.93702827	100
Q9ULL5	PRR12	2568.03	24	100	2372.56	22	100	2448.58	23	100	1874.64	33	92	2179.42	25.34204075	93.33333333	1909.33	32.52706377	92.48120301
Q9ULM3	YEATS2	3968.08	12	100	4532.29	14	100	4312.88	15	100	3167.98	15	100	3206.18	15.02440241	100	3172.29	14.83784022	100
Q9ULN7	PNMA8B			0	58.60	24	18	58.60	24	11	158.37	75	19	112.78	103.9846984	20	152.90	76.47094038	18.79699248
Q9ULP0	NDRG4	3629.46	19	100	2460.67	41	100	2915.20	36	100	4283.59	38	100	3757.80	31.7526287	93.33333333	4227.82	37.61787709	99.2481203
Q9ULP9	TBC1D24	17585.08	15	100	16252.58	15	100	16770.78	15	100	21155.02	13	100	19792.79	11.49937605	100	21001.39	12.86263475	100
Q9ULQ1	TPCN1	767.49	76	100	486.92	63	91	602.45	74	94	772.13	36	99	860.13	34.83137927	100	782.13	35.90233595	99.2481203
Q9ULR0	ISY1	14909.80	25	100	17345.40	19	100	16398.22	22	100	17150.67	17	100	16193.59	17.29687055	100	17042.73	17.29365016	100
Q9ULR3	PPM1H	7394.24	17	100	6728.71	21	100	6987.53	20	100	9570.11	16	100	8863.21	19.41539748	100	9490.39	16.09130455	100
Q9ULS5	TMCC3	16627.84	29	100	9448.44	40	100	12240.43	45	100	8851.80	18	100	7477.94	27.27829212	100	8696.85	19.58853537	100
Q9ULT8	HECTD1	10087.77	20	100	9899.96	7	100	9973.00	13	100	11406.38	15	100	12515.73	18.77913261	100	11531.49	15.56087978	100
Q9ULU4	ZMYND8	8194.75	10	100	9465.05	13	100	8971.04	14	100	6556.53	11	100	6722.85	12.91098772	100	6575.28	11.64469445	100
Q9ULU8	CADPS	106818.47	15	100	70926.77	23	100	84884.65	28	100	102717.84	20	100	84483.42	33.01930707	100	100661.33	22.18739685	100
Q9ULV0	MYO5B	5797.89	32	100	7348.61	17	100	6745.55	25	100	13448.64	18	100	16069.58	36.1412169	100	13744.24	22.36945406	100
Q9ULV3	CIZ1	7643.69	14	100	7906.81	24	100	7804.49	20	100	5388.09	18	100	5850.04	11.23430865	100	5440.19	17.23369774	100
Q9ULV4	CORO1C	29539.33	17	100	29886.01	11	100	29751.19	13	100	23424.14	17	100	26211.40	22.22325103	100	23738.49	18.04355542	100
Q9ULW3	ABT1	3092.66	37	43	3065.92	23	100	3071.65	25	78	3030.67	34	61	3009.70	41.43309456	80	3027.68	35.22628722	63.15789474
Q9ULW5	RAB26	15233.29	23	100	12871.93	25	100	13790.24	25	100	26582.25	21	100	21699.87	28.73761872	100	26031.61	22.14949618	100
Q9ULX3	NOB1	7414.26	13	100	7639.35	16	100	7551.81	15	100	9033.45	18	100	10724.66	22.65081583	100	9224.19	19.48563785	100
Q9ULX6	AKAP8L	9395.18	19	100	10114.90	8	100	9835.01	13	100	5663.25	13	100	5520.29	13.22070565	100	5647.13	12.66757916	100
Q9ULX9	MAFF	786.56	46	100	1980.82	70	100	1516.39	81	100	3774.47	43	100	4489.20	48.27470014	100	3855.08	43.90265145	100
Q9ULZ3	PYCARD	3196.93	65	100	5191.94	67	100	4416.10	70	100	5807.18	42	100	7859.94	27.6722437	100	6038.70	41.1080074	100
Q9UM00	TMCO1	23754.67	18	100	21458.14	15	100	22351.24	16	100	21633.92	24	100	25333.69	35.06650321	100	22051.19	26.45300387	100
Q9UM13	ANAPC10	2076.39	30	100	2404.81	20	100	2277.09	24	100	2701.08	25	100	2776.98	21.08002338	100	2709.64	24.60875163	100
Q9UM21	MGAT4A	6879.79	25	100	4929.10	21	100	5687.70	28	100	5369.34	19	100	4078.32	23.40083946	100	5223.73	21.1534582	100
Q9UM22	EPDR1	8060.02	23	100	23759.39	80	100	17654.08	94	100	34519.17	35	100	45812.19	111.7604355	100	35792.82	57.1801497	100
Q9UM54	MYO6	27730.18	14	100	27780.84	13	100	27761.14	13	100	33033.45	11	100	34295.23	23.76474769	100	33175.76	12.98595793	100
Q9UMN6	KMT2B	1219.72	29	100	1290.15	17	100	1262.76	21	100	1236.23	42	90	1382.39	40.61184974	100	1254.35	41.77424363	90.97744361
Q9UMR2	DDX19B	3296.57	34	100	2955.00	9	100	3087.83	23	100	3353.39	23	95	3470.95	34.74743065	100	3367.27	24.5986292	95.4887218
Q9UMS0	NFU1	13198.64	19	100	13919.04	18	100	13638.88	18	100	19813.54	20	100	14772.10	26.28870197	100	19244.96	22.03414614	100
Q9UMS4	PRPF19	95001.37	9	100	106462.26	8	100	102005.25	10	100	77968.56	8	100	79462.83	6.422008305	100	78137.09	8.091739787	100
Q9UMS6	SYNPO2	3539.98	14	43	3930.87	53	82	3833.14	47	67	3247.54	41	100	3210.03	53.4751271	100	3243.31	41.93191843	100
Q9UMX0	UBQLN1	23436.96	19	100	26635.23	15	100	25391.46	17	100	22830.67	17	100	20471.93	16.65132969	100	22564.65	17.25245742	100
Q9UMX3	BOK	1306.09	78	57	1903.00	66	45	1637.71	69	50	2389.37	49	89	1979.63	40.49906491	93.33333333	2341.16	48.51121313	89.47368421
Q9UMX5	NENF	19516.19	25	100	20424.49	29	100	20071.27	27	100	63735.32	26	100	60690.32	34.95260312	100	63391.90	27.29870878	100
Q9UMY1	NOL7	6747.01	24	100	7942.47	13	100	7477.57	18	100	7941.25	14	100	8378.82	14.19878841	100	7990.60	13.80220867	100
Q9UMY4	SNX12	28730.27	9	100	27641.98	9	100	28065.20	9	100	32859.20	15	100	32572.04	12.10669309	100	32826.81	15.02154976	100
Q9UMZ2	SYNRG	56239.10	13	100	49354.28	7	100	52031.71	12	100	63196.56	12	100	64533.74	13.54481562	100	63347.37	12.5030566	100
Q9UN36	NDRG2	4464.85	47	100	7035.81	64	100	6036.00	64	100	9670.17	41	100	12629.45	44.13512539	100	10003.92	42.61127291	100
Q9UN37	VPS4A	24087.55	12	100	23335.67	12	100	23628.07	12	100	25605.28	12	100	26838.44	11.96156486	100	25744.36	11.61659887	100
Q9UN79	SOX13	297.65	58	86	391.74	35	100	358.53	43	94	392.61	50	91	400.97	30.40040618	80	393.45	48.23512889	89.47368421
Q9UN86	G3BP2	33245.73	17	100	29811.36	4	100	31146.95	13	100	32703.29	11	100	31113.64	12.046536	100	32524.00	11.55708654	100
Q9UNA4	POLI	1212.42	34	86	954.11	32	100	1045.28	34	94	1070.67	39	81	862.95	33.55407575	93.33333333	1043.99	39.14683955	81.95488722
Q9UNE2	RPH3AL	11596.99	27	100	9810.09	33	100	10505.00	31	100	46490.52	25	100	40288.17	37.59769877	100	45791.00	26.27875071	100
Q9UNE7	STUB1	19930.60	13	100	17396.54	7	100	18382.01	12	100	20195.30	11	100	19158.71	13.24206499	100	20078.39	11.17677739	100
Q9UNF0	PACSIN2	24606.90	16	100	24967.28	12	100	24827.14	14	100	34086.20	18	100	40329.21	23.58169972	100	34790.30	19.87131401	100
Q9UNF1	MAGED2	24024.67	12	100	26739.05	15	100	25683.46	15	100	14449.70	21	100	14976.74	27.77074913	100	14509.14	21.59558175	100
Q9UNH6	SNX7	7082.43	11	100	6004.03	13	100	6423.41	15	100	5418.27	16	100	5233.29	14.88523466	100	5397.41	16.09510399	100
Q9UNH7	SNX6	37522.15	5	100	36783.41	3	100	37070.70	4	100	35618.86	7	100	35520.30	11.23323284	100	35607.75	7.420436205	100
Q9UNI6	DUSP12	5735.24	18	100	6462.11	18	100	6179.44	18	100	5126.01	22	100	5161.69	14.3750204	100	5130.03	21.68436701	100
Q9UNK0	STX8	10271.24	14	100	9452.66	20	100	9771.00	18	100	9656.14	16	100	8966.35	16.45051102	100	9578.34	16.14826437	100
Q9UNK9	ANGEL1	2833.36	20	86	2176.55	27	100	2408.36	27	94	3912.75	25	100	3022.89	26.30689735	100	3812.39	26.45402321	100
Q9UNL2	SSR3	10292.95	41	100	10342.17	21	100	10323.03	29	100	20544.78	31	100	24581.00	53.90763824	100	21000.00	35.77512867	100
Q9UNL4	ING4	4894.16	20	100	5367.82	25	100	5183.62	23	100	4594.62	25	74	5260.49	21.24844966	86.66666667	4681.19	24.55011464	75.18796992
Q9UNM6	PSMD13	52147.73	10	100	56807.25	6	100	54995.21	8	100	50744.81	8	100	49782.08	7.441312045	100	50636.23	7.773958008	100
Q9UNN5	FAF1	10664.98	7	100	12223.82	8	100	11617.61	10	100	14428.92	11	100	14379.11	9.39067591	100	14423.30	10.95837698	100
Q9UNN8	PROCR	9026.92	24	100	7395.60	44	100	8030.00	37	100	13337.73	31	100	13674.67	50.64717352	100	13375.74	33.35031232	100
Q9UNP9	PPIE	10520.06	13	100	12759.05	11	100	11888.33	15	100	11037.94	11	100	11069.28	12.94183085	100	11041.47	10.9444063	100
Q9UNQ0	ABCG2	3989.78	40	100	3347.64	45	100	3597.36	43	100	1616.66	59	75	1360.13	61.72022504	66.66666667	1590.75	59.35190918	74.43609023
Q9UNQ2	DIMT1	4049.09	29	100	4630.18	16	100	4404.20	21	100	4689.48	16	100	5590.16	13.4810989	100	4791.06	16.3658721	100
Q9UNS2	COPS3	42579.91	9	100	41560.31	9	100	41956.82	9	100	47829.77	12	100	45197.97	9.970088183	100	47532.95	11.98416105	100
Q9UNW1	MINPP1	21503.85	10	100	19003.42	16	100	19975.81	15	100	16489.09	12	100	14988.81	17.73322286	100	16319.89	13.14566251	100
Q9UNW9	NOVA2	24847.40	18	100	18980.73	25	100	21262.22	25	100	14372.06	20	100	15234.53	23.62843441	100	14469.33	20.07859383	100
Q9UNX3	RPL26L1	13138.04	26	100	15355.40	10	100	14493.09	18	100	14380.46	17	100	14982.22	19.83120332	100	14448.33	17.41583973	100
Q9UNX4	WDR3	15629.03	22	100	18689.37	12	100	17499.24	18	100	16765.24	14	100	18273.40	12.41197077	100	16935.33	13.73532203	100
Q9UNZ2	NSFL1C	38179.34	27	100	46512.22	16	100	43271.65	22	100	36332.41	15	100	38237.73	16.04211025	100	36547.29	14.82219329	100
Q9UNZ5	C19orf53	4984.40	33	100	7481.62	21	100	6510.48	31	100	5607.30	31	99	7405.00	38.05510667	100	5811.59	34.00862449	99.2481203
Q9UP65	PLA2G4C	525.33	77	29	5277.92	152	36	3693.72	181	33	5687.99	32	100	5635.35	40.6484603	100	5682.05	32.86659849	100
Q9UP83	COG5	23867.18	9	100	23651.78	9	100	23735.54	9	100	41046.93	11	100	35399.22	12.3794486	100	40409.97	11.84125902	100
Q9UP95	SLC12A4	5470.66	22	100	5189.77	38	100	5299.01	32	100	5353.36	22	100	6222.60	31.59861943	100	5451.40	23.75383767	100
Q9UPA5	BSN	8254.17	16	100	6033.50	23	100	6897.09	25	100	6572.18	21	100	5527.50	19.9495359	100	6454.36	21.82582859	100
Q9UPM8	AP4E1	9690.22	14	100	6362.16	23	100	7656.40	28	100	4111.12	31	94	3920.18	31.2423685	80	4092.50	30.61192674	92.48120301
Q9UPM9	B9D1	6085.93	42	100	5682.32	32	100	5839.28	35	100	5946.16	25	98	5754.51	21.49329985	93.33333333	5925.52	24.47725262	97.7443609
Q9UPN3	MACF1	30435.85	18	100	25265.16	12	100	27275.99	18	100	27194.66	17	100	29741.49	17.49567978	100	27481.89	17.59590942	100
Q9UPN4	CEP131	1861.68	32	100	2354.40	28	100	2162.79	31	100	1611.77	34	97	1668.10	31.87049572	100	1618.27	33.81672205	97.7443609
Q9UPN6	SCAF8	8993.69	16	100	11439.23	11	100	10488.19	17	100	8903.23	14	100	9679.10	13.96490067	100	8990.73	14.09279046	100
Q9UPN7	PPP6R1	5035.91	21	100	4987.93	14	100	5006.59	17	100	5935.37	15	100	5562.39	19.58887491	100	5893.30	15.84646789	100
Q9UPN9	TRIM33	8967.56	9	100	9563.13	12	100	9331.52	11	100	6149.64	14	100	6665.86	12.94274567	100	6207.86	13.89412736	100
Q9UPP1	PHF8	4786.67	40	100	4387.31	13	100	4542.62	27	100	4290.43	22	100	4518.98	18.6084437	100	4316.21	21.8263235	100
Q9UPP2	IQSEC3	1379.95	31	100	1016.61	23	100	1157.91	31	100	1457.98	31	96	1840.84	40.73373808	93.33333333	1500.18	33.63612824	95.4887218
Q9UPP5	KIAA1107	9096.67	65	100	9821.83	44	100	9539.82	51	100	6648.76	28	100	5918.26	27.80066709	100	6566.37	28.40922456	100
Q9UPQ0	LIMCH1	4490.09	68	100	4704.76	76	100	4621.28	71	100	13862.39	24	100	14780.59	28.22262372	100	13965.94	24.93944548	100
Q9UPQ3	AGAP1	6142.87	14	100	6308.59	20	100	6244.14	18	100	6762.84	15	100	7588.60	13.26673286	100	6855.97	15.3001605	100
Q9UPQ7	PDZRN3	1886.10	28	86	1821.00	74	100	1843.98	60	94	987.36	45	81	823.32	33.24575716	73.33333333	970.33	44.39003172	79.69924812
Q9UPQ9	TNRC6B	4283.67	23	100	4485.16	9	100	4406.80	15	100	4076.44	20	100	4524.30	22.60823474	100	4126.95	20.49034278	100
Q9UPR0	PLCL2	4091.27	12	100	3317.48	13	100	3618.40	16	100	5302.21	16	100	4722.69	20.00881847	93.33333333	5240.75	16.41950585	99.2481203
Q9UPR3	SMG5	1705.16	13	100	1045.80	19	100	1302.22	30	100	1084.30	26	99	1195.05	23.8780234	100	1096.88	25.57218079	99.2481203
Q9UPR5	SLC8A2	4563.75	26	86	3389.49	33	82	3859.19	33	83	12984.68	23	100	12550.66	30.10617933	93.33333333	12938.65	23.31884201	99.2481203
Q9UPS6	SETD1B	1212.92	30	57	1868.30	50	91	1681.05	51	78	1291.12	38	66	1376.43	25.90555909	73.33333333	1301.66	36.30943657	66.91729323
Q9UPT5	EXOC7	10989.10	6	100	11138.85	8	100	11080.61	7	100	11721.81	7	100	11293.84	7.909294954	100	11673.54	7.051055929	100
Q9UPT6	MAPK8IP3	3542.71	35	100	3213.16	30	100	3341.32	31	100	1055.18	30	97	1000.51	24.51838138	93.33333333	1049.24	29.63521757	96.9924812
Q9UPT8	ZC3H4	11711.82	21	100	14669.96	10	100	13519.57	18	100	8176.20	19	100	8880.01	20.19132084	100	8255.57	18.93965201	100
Q9UPT9	USP22	2714.70	46	86	2148.52	19	100	2348.35	35	94	1055.52	45	42	1508.17	27.67059886	40	1104.02	43.95115177	42.10526316
Q9UPU5	USP24	12438.28	18	100	12710.91	8	100	12604.89	12	100	9501.61	11	100	10146.77	16.08441	100	9574.37	11.70340242	100
Q9UPU7	TBC1D2B	3780.40	43	100	3226.21	28	82	3468.67	36	89	5639.98	22	100	6097.97	20.35151455	100	5691.63	22.18313485	100
Q9UPU9	SAMD4A	1560.99	38	86	1951.19	40	73	1783.96	40	78	2038.18	35	57	2293.37	24.03142538	80	2076.94	33.2576406	59.39849624
Q9UPV9	TRAK1	1060.03	56	71	1326.50	41	100	1243.23	44	89	1212.94	54	55	1159.75	45.43476878	46.66666667	1207.77	52.97588719	54.13533835
Q9UPW0	FOXJ3	1858.48	25	86	1652.81	18	100	1725.40	21	94	1895.14	28	90	1982.01	24.29983188	100	1905.91	27.68244509	90.97744361
Q9UPW5	AGTPBP1	1920.35	19	100	2193.25	24	100	2087.12	23	100	1612.33	19	99	1487.63	24.01959852	100	1598.16	19.98936131	99.2481203
Q9UPX8	SHANK2	1180.85	33	100	854.03	24	100	981.13	33	100	685.92	30	12	586.67	42.10578335	53.33333333	649.83	33.8904032	16.54135338
Q9UPY3	DICER1	18062.20	20	100	17235.61	14	100	17557.06	16	100	9869.50	9	100	10020.11	9.113494429	100	9886.49	9.112511575	100
Q9UPY6	WASF3	5969.91	19	100	7450.92	26	100	6874.97	26	100	2717.98	24	100	2123.55	25.16881696	100	2650.94	25.11320154	100
Q9UPY8	MAPRE3	35923.87	14	100	24554.98	19	100	28976.22	26	100	37902.71	17	100	30601.45	31.26336347	100	37079.26	19.13785688	100
Q9UPZ3	HPS5	1113.79	40	71	1051.91	37	64	1077.69	36	67	1317.83	55	78	1071.41	37.31308235	93.33333333	1285.28	54.2732429	79.69924812
Q9UQ03	CORO2B	12831.55	26	100	9189.20	35	100	10605.67	34	100	14336.12	29	100	12389.55	39.37289302	100	14116.58	30.10353646	100
Q9UQ13	SHOC2	10489.90	15	100	8714.90	16	100	9405.18	18	100	8781.62	10	100	8327.62	8.785808522	100	8730.42	9.934318955	100
Q9UQ16	DNM3	1251.39	36	100	1141.11	34	100	1183.99	34	100	1103.68	32	97	1084.03	35.88272458	100	1101.42	31.98798135	97.7443609
Q9UQ26	RIMS2	6958.48	88	100	6900.39	42	91	6924.31	63	94	8093.38	59	84	7005.23	60.12521857	93.33333333	7958.56	59.18521134	84.96240602
Q9UQ35	SRRM2	39472.17	16	100	53590.00	10	100	48099.73	19	100	37092.62	15	100	41469.31	11.33640277	100	37586.23	14.88236043	100
Q9UQ80	PA2G4	115861.35	6	100	116142.81	7	100	116033.35	6	100	125596.08	11	100	138863.11	18.86644014	100	127092.37	12.68786102	100
Q9UQ90	SPG7	6471.23	14	100	6477.28	17	100	6474.93	16	100	7989.07	13	100	7203.16	9.943141273	100	7900.44	13.49603692	100
Q9UQB3	CTNND2	1876.05	37	100	3135.87	40	100	2645.94	46	100	1218.57	29	99	1258.90	29.71183127	100	1223.15	29.19171628	99.2481203
Q9UQB8	BAIAP2	8904.68	10	100	8465.39	15	100	8636.22	13	100	8676.58	18	100	7209.61	25.40089736	100	8511.13	19.67147167	100
Q9UQC2	GAB2	887.94	21	100	615.44	56	100	721.41	44	100	431.23	50	93	441.35	42.96066184	93.33333333	432.37	48.78618341	93.23308271
Q9UQE7	SMC3	25235.48	11	100	31674.04	12	100	29170.16	16	100	32057.49	8	100	32375.98	11.31375149	100	32093.41	8.677936617	100
Q9UQF2	MAPK8IP1	3819.22	17	100	2378.01	22	100	2938.48	31	100	2266.96	39	81	2069.40	36.16042165	73.33333333	2246.65	38.88682172	80.45112782
Q9UQL6	HDAC5	3209.29	36	100	2475.97	18	100	2761.15	31	100	3345.88	20	100	3339.93	24.98640079	100	3345.21	20.36918745	100
Q9UQN3	CHMP2B	19747.81	29	100	22613.94	18	100	21499.34	22	100	24374.29	24	100	27713.44	27.10780727	100	24750.89	25.03893727	100
Q9UQR0	SCML2	5661.72	14	100	5037.57	20	100	5280.30	18	100	4176.11	30	97	3921.64	22.73614109	93.33333333	4148.49	29.44929376	96.9924812
Q9UQR1	ZNF148	5629.87	18	100	6035.21	17	100	5877.57	17	100	6967.19	20	99	6647.93	23.30007035	100	6930.91	20.28497857	99.2481203
Q9Y216	MTMR7	19656.33	17	100	12781.15	22	100	15454.83	29	100	17154.59	21	100	15649.44	22.37739699	93.33333333	16994.96	20.99108487	99.2481203
Q9Y217	MTMR6	8960.35	26	100	8225.16	12	100	8511.07	19	100	10397.54	12	100	9572.41	13.93694381	100	10304.48	12.61159808	100
Q9Y221	NIP7	1282.38	23	100	1626.37	23	100	1492.60	25	100	1597.83	46	95	1705.87	41.88156858	100	1610.59	45.74011808	95.4887218
Q9Y223	GNE	13807.72	19	100	12712.73	17	100	13138.56	18	100	32485.71	15	100	30303.60	19.69705133	100	32239.61	15.19682847	100
Q9Y224	RTRAF	57368.17	17	100	56357.48	11	100	56750.52	14	100	53969.96	13	100	51334.49	12.54708215	100	53672.73	12.59429992	100
Q9Y227	ENTPD4	2931.94	28	100	2150.41	19	100	2454.34	29	100	4267.99	22	100	3578.17	17.43223291	100	4190.19	22.3506771	100
Q9Y230	RUVBL2	137817.62	9	100	156832.09	7	100	149437.57	10	100	109690.29	5	100	110786.79	6.123634764	100	109813.95	5.349514781	100
Q9Y234	LIPT1	830.85	33	100	941.99	17	100	898.77	24	100	2379.42	39	100	1992.83	43.34649692	100	2335.82	39.55620319	100
Q9Y235	APOBEC2	2689.83	50	57	8140.20	139	100	6686.77	148	83	23793.86	38	100	20192.72	34.87019944	100	23387.72	37.92828806	100
Q9Y237	PIN4	12615.79	22	100	17451.01	12	100	15570.65	21	100	7433.12	26	100	8622.04	29.29731049	100	7567.21	26.45877292	100
Q9Y241	HIGD1A	28460.68	51	100	30692.95	38	100	29824.84	41	100	22173.65	33	100	27796.48	35.64072407	100	22807.81	34.63407623	100
Q9Y243	AKT3	11109.07	23	100	7601.09	20	100	8965.31	29	100	13180.66	19	100	11147.99	27.96025304	100	12951.41	20.20581199	100
Q9Y244	POMP	2400.26	59	86	1750.44	23	100	1979.79	46	94	2071.05	34	90	2486.47	55.12457274	93.33333333	2119.51	38.09396839	90.22556391
Q9Y252	RNF6	761.96	57	71	573.05	36	55	658.91	50	61	1017.43	44	95	1004.86	45.51253473	93.33333333	1016.03	43.7266675	94.73684211
Q9Y259	CHKB	6893.72	18	100	6516.48	13	100	6663.19	15	100	10228.52	16	100	9616.75	23.69204167	100	10159.52	17.20406119	100
Q9Y262	EIF3L	71570.74	8	100	66329.53	5	100	68367.78	7	100	81799.03	8	100	83655.11	6.335324465	100	82008.36	7.815166758	100
Q9Y263	PLAA	26299.13	12	100	25060.44	7	100	25542.15	10	100	23496.47	11	100	22130.33	12.71910564	100	23342.39	10.88084984	100
Q9Y265	RUVBL1	91772.18	7	100	108376.14	7	100	101919.04	11	100	68686.64	7	100	70432.85	7.20871225	100	68883.58	6.763157196	100
Q9Y266	NUDC	122166.59	18	100	117329.39	6	100	119210.52	12	100	112943.91	14	100	112876.46	10.34229804	100	112936.30	13.26531476	100
Q9Y272	RASD1			0			0			0	260.13	56	75	147.24	78.89492131	53.33333333	250.72	58.68599077	72.18045113
Q9Y274	ST3GAL6	4698.64	22	100	2893.19	34	100	3595.31	37	100	10938.54	26	100	9853.59	48.21474614	100	10816.18	28.47182741	100
Q9Y276	BCS1L	8538.53	17	100	8549.22	21	100	8545.06	19	100	17684.08	14	100	16738.84	11.92419702	100	17577.48	13.56645196	100
Q9Y277	VDAC3	109587.21	9	100	116511.69	15	100	113818.84	13	100	132253.83	14	100	112300.10	14.72308655	100	130003.41	14.49948504	100
Q9Y281	CFL2	11328.69	23	100	17065.97	54	100	14834.80	52	100	12201.93	22	100	11676.70	17.40276038	100	12142.70	21.74675981	100
Q9Y282	ERGIC3	18124.35	16	100	15868.72	13	100	16745.91	16	100	18410.58	16	100	17150.62	11.0645386	100	18268.48	16.05772323	100
